,id,breed
8983,e1a7959ca4b8da181cf109794cf2ce19.jpg,english_setter
731,120c338a78b113785c31e4ebf11d229e.jpg,pug
7260,b5ea84ce627b5c808e2e408512ec71bb.jpg,miniature_pinscher
5539,8bea04061f396a71de9ad8c45810ad0d.jpg,greater_swiss_mountain_dog
4417,6e5352cce31db68901e5887b12bc9f38.jpg,otterhound
1699,2a325864fcc3e8672071f91d08c22467.jpg,bouvier_des_flandres
245,05a747c5853defa2420b976a9c0918a2.jpg,bluetick
5863,93ed4d236ca388844089c0ea9cc935fe.jpg,kelpie
8141,cb907bbc5a0142a64c15dbcb07894637.jpg,walker_hound
8000,c81778e436da96e7a89d9ef84b367525.jpg,pomeranian
9112,e507c47a34012fb435804f89797b6abb.jpg,kelpie
5980,96e7a7493dcf1bbcdc6be986fc04a71c.jpg,tibetan_mastiff
3287,51bd1f3f5bc7fd640c6302e3188346d0.jpg,lakeland_terrier
9979,fa69bf620cee03a93e32188ff3872c43.jpg,black-and-tan_coonhound
1647,28cc762efa038128054057394f7ce339.jpg,chow
3500,572a9b40705a86520caf1532fad43c17.jpg,papillon
303,07466e87275ed10056a9d2cbb4c733d8.jpg,leonberg
803,13e608df9c88b1465ebf98bc84d0a832.jpg,bedlington_terrier
6167,9b50462f24fad5970b2dd973e69b1d87.jpg,greater_swiss_mountain_dog
4870,7a1235e58df9cb1759647c149b4a27c2.jpg,entlebucher
248,05beb3230462b740e5c56230eb27a7a4.jpg,kerry_blue_terrier
2936,488c85a456fef59a58614f0b71a00764.jpg,irish_terrier
31,00cc68a50b2d016a6b29af628ea4e04b.jpg,labrador_retriever
6850,abf12f0fef8c729da906177c9d2bc47e.jpg,border_collie
4642,73fe2b31f6e54846d580e36ecfe54007.jpg,entlebucher
5617,8dc51b503e88122ad71dd0c7569fd3bb.jpg,toy_poodle
6685,a7cb736f47dfad51eaea833d6bd45e85.jpg,pomeranian
5973,96d2d27cf5fe8af265e35e0cf2179fd8.jpg,dingo
8974,e146cd8f43b445baab08b03548c425c4.jpg,basset
8899,df1f2dd6e993e8d1bbc325768806be5a.jpg,leonberg
1577,271644241266089a9ce469c8d632d992.jpg,weimaraner
7243,b58abe0f8254c308bb3334e5784caf91.jpg,pug
5953,965ab0fa7629ecac86f1ebc2623fbedd.jpg,shih-tzu
2092,34117f0c3c594ec76e078a2bf208c10c.jpg,saint_bernard
4197,687e97e0987d363c02984318f9bb72fa.jpg,kerry_blue_terrier
5025,7f1565acc56c48145f96b09aa2779830.jpg,dhole
973,17f15b80ab3238f1fbe5961286db0eba.jpg,whippet
2947,48d81b479aaf4ccd20be5f7302f27114.jpg,english_springer
3448,55ca8f686661259ab4272e2a0aa22066.jpg,maltese_dog
7530,bcd801a92281322094b9f7a3bd55450b.jpg,irish_terrier
9233,e7faa5748d8320f604aeb3fd5bbe4ab0.jpg,saint_bernard
2333,3a0b757fe028356e4a80e344dd806970.jpg,doberman
4424,6e82dfad17642ef4fa234b0fef9a28cb.jpg,blenheim_spaniel
1472,24968d279159784894314e7679c934b1.jpg,silky_terrier
6741,a9091140a1c2246d094da61d00fbd58e.jpg,standard_schnauzer
9933,f9a1339b0ef12e47ae875a86cf91524b.jpg,dandie_dinmont
9288,e93489f9d52d63c373264b27daabf420.jpg,welsh_springer_spaniel
1747,2b42884366cd108df865e465d4b65e7c.jpg,rhodesian_ridgeback
1605,27958c741177b9f1844e6b85ab38e317.jpg,english_springer
9386,eb7beb7875b92b0d8861826a420c8844.jpg,giant_schnauzer
6834,abb048471253a57c27ede4e9ff15c896.jpg,kelpie
2418,3c2eb1a179557ed7e77ee6001f3d0475.jpg,french_bulldog
1835,2d43d94c05bc9f45dec6d50ba85bb880.jpg,australian_terrier
8999,e208bfa575753207f240ed5619f93c41.jpg,papillon
2697,428f2a2e28c441c2fd439606def8d12b.jpg,irish_water_spaniel
3547,583abf9c03d62deece68b028cefd2193.jpg,brabancon_griffon
694,10f790eb0fe5653c1980ddd983ec79c4.jpg,samoyed
764,12f4a7e00a5a4fc215f6e0c3fda079c3.jpg,collie
5416,889c421c15dfaa61b6d5ede5c2b31d17.jpg,malinois
552,0d8d386390ba269dd4e475c20b91e8f9.jpg,pembroke
4830,792fa603050f93605bb6329092a07db9.jpg,rhodesian_ridgeback
6403,a1895c6e41a09df9be74fd64a65d4c78.jpg,great_dane
7606,be9c349a5a1ebba4ac4653f6316cfb9c.jpg,labrador_retriever
9547,ef608e79d3e91f00896e2584c66a1709.jpg,irish_water_spaniel
7959,c70d4ad5aee0d56f5a8bc63c0079380d.jpg,chesapeake_bay_retriever
5101,8101b90ffae96e4a152ff3cbbe55a23b.jpg,norwich_terrier
7346,b81fd8eafb7a41381e66e8d42053c007.jpg,pomeranian
3219,4fc6dc33892deedf927334b5b4154c8a.jpg,appenzeller
8709,dabd93944d34d72b6719c3e99ae2694a.jpg,yorkshire_terrier
6676,a7961824578e3da96551005ff58fa51b.jpg,black-and-tan_coonhound
4177,67f8d9b74922bbd4a5d5a350ef79361b.jpg,west_highland_white_terrier
3804,5e214fb3396d2fb71e89efe26929bc5c.jpg,great_dane
6283,9e9573c91725e4399224b623dc48beaf.jpg,pomeranian
1922,2f7537cddd67e8464b394a765a05302d.jpg,beagle
7732,c19177c750afffa00a7ba5f59ace92be.jpg,german_short-haired_pointer
216,04f69d645182d799dbb54862c19c0f38.jpg,groenendael
1953,302787e28465a9b52f421de708046251.jpg,kerry_blue_terrier
699,113c17f9199d16d1a9a1b16e3740ef78.jpg,staffordshire_bullterrier
3046,4b47fe23fa6972002789b8c68cdf7395.jpg,sealyham_terrier
4651,745bba112487c0ba5e0eaecffdadc0f0.jpg,kelpie
10188,ff181f0d69202b0650e6e5d76e9c13cc.jpg,english_foxhound
2017,321ec7b5b262f92282b17618ef48bf49.jpg,vizsla
9197,e73d792517b5e717709ed11782adddf8.jpg,italian_greyhound
5388,880379ffeea97e48cf12349753838a54.jpg,border_terrier
9811,f6e3a909254785d410b2418647034a5a.jpg,pug
8051,c93de7c42883d7819fbfc95914ba6493.jpg,border_terrier
6398,a161acd4b2820bc68e196614ed669ce9.jpg,papillon
4154,6765aa99206c49dd8a9890d773eb6bf2.jpg,cairn
2979,499e40bbba7949d34154a08c751eac97.jpg,keeshond
2942,48a9dcc2e0c6269b089d6b24a66c0143.jpg,siberian_husky
3769,5d995004d6c97187518eab820df7b5ea.jpg,chow
1910,2efc1bf43b1e4beaebae74f0cf80dc2e.jpg,silky_terrier
7692,c098acce3ddd9919cb04d6f47f450891.jpg,groenendael
8208,cd1d661e9023be9095a28ab1d005b502.jpg,basenji
4469,6f85e9e2824f09e392782698fc57090c.jpg,silky_terrier
6889,ad111fe98c5802b0e61e23cd857ce509.jpg,basset
10152,fe13d46f5920f0944e6c30e54ac0e2a5.jpg,komondor
9683,f3b343a1d0a394e5d29a74f31f9922c8.jpg,appenzeller
3922,616ad943c7574a20b90e93fa0a61a21e.jpg,toy_terrier
8946,e0a59c9a8625f5ab3015c4ee460e5f1f.jpg,shih-tzu
4672,75025a3f7e33da51270f150b9fb5cebb.jpg,great_pyrenees
2796,44a63eaceb7900974bc49d91b303a698.jpg,keeshond
3766,5d95e7ecea01cafecf5844640cc06203.jpg,groenendael
2590,404db576fb2006cfd1aed0f5683b786e.jpg,chow
2448,3d07ed5c96d067aeb9dd2ebbc785aaa5.jpg,gordon_setter
4759,778e6ae08fba644f16d4c870ed9d16b0.jpg,clumber
9390,eb9dedfc29135debc82e82f159c23fa1.jpg,clumber
3855,5f7682b9656ca5543133760df7cd8b94.jpg,scotch_terrier
3767,5d965216fc63e0aac965ca0f0324ee62.jpg,bouvier_des_flandres
7729,c182aec9722d11b6cd64933aa33b932d.jpg,japanese_spaniel
2393,3b8ff56bd0a56a512c330c0007843cd3.jpg,cairn
9719,f4a20b0c57e1fc7214548b4556a467f5.jpg,irish_wolfhound
3312,523de770c86c03d6551a6f337420385e.jpg,norwich_terrier
9863,f811a192eb721accaa495e6722d9acff.jpg,basenji
4165,67b24f8be4329467e8771489f723e2d3.jpg,african_hunting_dog
5859,93cb4701772622a7932c99114338a034.jpg,wire-haired_fox_terrier
5893,94af603ff6f83dbc8079a1d315981f5a.jpg,old_english_sheepdog
6050,98d93f25c790be32356634ef856a738c.jpg,kelpie
6404,a18a913cb80fdd9aec49672d08a297ea.jpg,border_terrier
6805,aaefb2067fac2f6714f77de222b13cc7.jpg,welsh_springer_spaniel
5560,8c66150fd3c6c144ce2cf79496b4a6e1.jpg,malamute
4191,683c074d4fdcbf8a3856fcb3f11de76f.jpg,chihuahua
6598,a5daf7e90363737374840aee6cbf6ab5.jpg,dandie_dinmont
1761,2bb7c577b868f6a78ec1f49f013028af.jpg,bluetick
5820,9302083c61e3af329ca6143f6fae43e2.jpg,groenendael
6219,9cd7a36bc18f40588ece5be4189536c6.jpg,norwegian_elkhound
9389,eb921996f4cc09c35970d0c18a415a2f.jpg,bloodhound
867,152006ba4c78c907b2fc376a3336ae09.jpg,collie
540,0d4e09456d9ebfdb076e34326586f18e.jpg,brittany_spaniel
5592,8d545ea0a05cfbdc5b0ba95a3290bf48.jpg,walker_hound
1036,19a8c1698819d382c3ead14bdc1a360b.jpg,affenpinscher
8677,d9c2cee7a77e1415dc97042e2c5458de.jpg,beagle
6512,a409d83b4e22c12c931b6cf1544e0310.jpg,shih-tzu
6751,a93e86c093b1dc0c4070c9418cf48db7.jpg,chesapeake_bay_retriever
145,0374e657c8b3b55579751adcaa7c8023.jpg,irish_setter
8124,cb1a68e1ac430535ea3b072bf98fcb88.jpg,malinois
9035,e3104080c13200a90467f712dd2abd08.jpg,samoyed
3180,4e7dfb9439a140c2b4feeec1aa72d32b.jpg,irish_setter
2438,3cab06b69e8404ed0f90144ee4ef5271.jpg,maltese_dog
8992,e1e156d500e30cf73f53970a09af93c9.jpg,redbone
7160,b39551fc6a24b76d219c3244b587a2e2.jpg,walker_hound
8330,d0a8d73306d4ff25856bfd8a62748979.jpg,shetland_sheepdog
5443,8966b48825cf5490e084a3ce71d17095.jpg,american_staffordshire_terrier
8301,cfcab9b961c4dca7804e7159d8bd3d60.jpg,miniature_poodle
7859,c47eac4ddf7273a67b7b6984052d4303.jpg,german_short-haired_pointer
7488,bbe814c589a59d64da00fc4939ee09ba.jpg,leonberg
2399,3ba3e52876f1eaf0cf3f011945a6bf72.jpg,english_foxhound
4999,7e51be6584255a09aad57cc33e83f68b.jpg,bernese_mountain_dog
2163,360f34d53e00c3c6ad0681df0c176bf7.jpg,dhole
2628,412232ca70a653d183b9e6e502e34730.jpg,border_terrier
8558,d6d26cf4c152fefe3d4515fdb814cb40.jpg,standard_schnauzer
608,0eeb17d40281f3bd639de24ca662c5d2.jpg,african_hunting_dog
6272,9e59cf6d7e916083b3178522091e5318.jpg,miniature_poodle
1162,1cf650efe8efbadf87c1fd3c12dbdd05.jpg,pomeranian
19,008887054b18ba3c7601792b6a453cc3.jpg,boxer
85,0207803a6ce1bfad98e7f095c965e44a.jpg,border_terrier
3141,4d92f179c97da98bd132defd96f567fe.jpg,samoyed
8857,de1be063c475547284487f18f738dea9.jpg,bluetick
2095,342c263550c5aa28659d8aac3b5db023.jpg,kuvasz
1790,2c5f6c1c3acef3e307fd92378caf198c.jpg,boston_bull
5787,923ae97ae8d714eaa8a566c8a0370f22.jpg,malinois
6430,a228f3f366b74618daec68dcbf0d6ec4.jpg,whippet
8146,cbb65152c8e5dfbc10ec40421d65956f.jpg,sealyham_terrier
2897,47ba3cd4c85935ca5c763258c26607ea.jpg,shih-tzu
4254,6a0c2945c9872f66ec3b57e7a09676f2.jpg,black-and-tan_coonhound
9816,f7070114b6f8cb965ba2dfb23b511b18.jpg,airedale
3575,58ed0514ecfd6a7df0cb2711fcbbc81b.jpg,siberian_husky
2132,35135a0c8a76f301f5b50b7b570ce974.jpg,malinois
5869,941c912029f030c71f748d7affd35fbe.jpg,miniature_pinscher
2106,345d27e7013c21cafbeda5b20c1f80a3.jpg,japanese_spaniel
8909,df780bd081dc94caf4d1b08583fcfb99.jpg,chihuahua
4977,7d5a490927526a7d468a6724d43b3b07.jpg,collie
3169,4e2e5e75b04fd4603d9a59af546c59b2.jpg,kerry_blue_terrier
6256,9e0f478fa1403405ab209051e4e0afa3.jpg,pug
3413,54ece8d1cb7a77b9968d714fba342c36.jpg,clumber
6573,a569d8cd0ef1095b9712c07995bad65e.jpg,blenheim_spaniel
6171,9b5c596b85007cc6c4d5d4648bb40bdf.jpg,whippet
5328,860e42bbe81a5d30d00bdb77e2c38a80.jpg,papillon
8402,d2b6a8effca9bffbc4194e752cc37cbb.jpg,cocker_spaniel
5415,8898c34ad05d2c95319ff2a2f326e69c.jpg,saint_bernard
7730,c18aff6cabebcd673aadc864781f31c8.jpg,french_bulldog
4766,77a502482eb14811e2a16431c89c52fe.jpg,greater_swiss_mountain_dog
564,0dde7ba887ee083616993d5892db139f.jpg,standard_schnauzer
3975,62b183c7911013ede0b56a4f9184e32e.jpg,mexican_hairless
9801,f6b08ab15d3448bcfa29aa59a552a742.jpg,blenheim_spaniel
2446,3cfd2e55e68f72550beaf0f0a071c096.jpg,norwegian_elkhound
4574,725ad8d2eafd430b7b97501e6423617d.jpg,tibetan_terrier
2722,430ffbd213e1e22c4966992a9178a51d.jpg,maltese_dog
5327,86066e2fd96394d8f10dc65e98becaaa.jpg,border_terrier
1627,2843a45ff0f5fd8d5ce6d1b785663234.jpg,otterhound
2933,4870139299e458b90e24ef7e46e52635.jpg,boxer
6823,ab588fe6350567256eaee1f93e9e065d.jpg,cocker_spaniel
2854,4656d270f9b179fc428a8d10f63e61e4.jpg,pembroke
4201,6893d2beda12b477e16a66839ab1cd2c.jpg,bedlington_terrier
7514,bc76cd960369039bf7837408d2c50fb4.jpg,ibizan_hound
3155,4df69a0a5650b8879a3279cb2991a44f.jpg,irish_terrier
2286,38ef9e4d9065f4d8a7efd44d0f83ef08.jpg,standard_poodle
657,100965db7a00c9752519e342ce9baf99.jpg,gordon_setter
8368,d20381f965804795464f2e1d77dabcd1.jpg,brittany_spaniel
1667,295cb1a9b5d64689cae62dd2964bc070.jpg,airedale
7300,b6df66f656a99e3965d858e7252dd073.jpg,norwegian_elkhound
4538,7151b63b2f604fa01b59870c8b8baec3.jpg,rhodesian_ridgeback
9576,f056299c0c659aa73947f76837369a9f.jpg,lhasa
6149,9af4a4306365fe6e74e26c726de05c2f.jpg,english_foxhound
7079,b1cc94466334a8caebf966aad4f50484.jpg,bernese_mountain_dog
9818,f70f325bf6fc8aad05ed7a99212660fc.jpg,flat-coated_retriever
8500,d5729b46847e1ccef0f318395b0975cd.jpg,groenendael
801,13d470408dbbdc20b38ea32d3752edbb.jpg,malinois
4087,65cc3ff3e0b8041eb6e8600c1ee53e95.jpg,blenheim_spaniel
1849,2d96378ec31a98a7875b5fbead2e5762.jpg,soft-coated_wheaten_terrier
4913,7b41e2d75b9ff967ac66237c6ec60dbb.jpg,mexican_hairless
5542,8befd30dd8d44c30e9346b04a525b410.jpg,chesapeake_bay_retriever
6441,a250d15f21001cdd2fcda1d8a0d61920.jpg,pomeranian
3390,541f7218023e5f77a5cc5a915b0e808e.jpg,saluki
3274,51580a06bd63bfb54b6df8a1fab282d9.jpg,great_pyrenees
4628,73bd386c676a0c5fa9954fe4e61b7744.jpg,blenheim_spaniel
791,139b8328a97a600cceb73b0875f80a98.jpg,toy_terrier
3870,6002755e7429e70f4394d7dee443659b.jpg,sussex_spaniel
5349,8693f425d12011e396db417311b3ad2e.jpg,whippet
4691,75a3eed24c4f6404f12186413372d38d.jpg,bull_mastiff
530,0d0d0f7c689020c35b83a91e7717624b.jpg,clumber
1612,27d675d26f650549558bcb0d2bb250d4.jpg,english_springer
5905,9513287b371865067bc3448ab4da646e.jpg,whippet
8645,d9051c00e8c0436e6055f77d845b64a9.jpg,norfolk_terrier
4344,6c6020f8dfe89f93a249ca5c385abf60.jpg,leonberg
77,01e2245b46eb747260ff80f1c892daef.jpg,brittany_spaniel
2036,32a621c751219cd0abf1fef7a1ec7972.jpg,ibizan_hound
7869,c4bf9248192b875822e30f5e2a240c19.jpg,doberman
3906,6113169adcf0d7bff4b6164ed2736d8c.jpg,bedlington_terrier
6184,9be08e8cc72c67bd3a0cb9dfbab9fd3b.jpg,giant_schnauzer
1005,18b9ef12902b52d6801bbc14c0ebd113.jpg,curly-coated_retriever
4567,72368f3e9b7974dc29e284b7d80edb42.jpg,scottish_deerhound
4485,6ff481eeead9d641edf6f59d1016dbd7.jpg,collie
9680,f39fbe4774a9b7662cedca6f9759e023.jpg,gordon_setter
5430,8900485bc481a5e95a1930ee7e7c4adc.jpg,whippet
2495,3e2009481c79f78113c4fe58b0ccc1d5.jpg,bull_mastiff
9938,f9b333457342a87a8321d8686035a7cf.jpg,ibizan_hound
6807,ab004601229c51044696419bf3e682fe.jpg,greater_swiss_mountain_dog
6614,a647794848794ad6265f069e56753dee.jpg,redbone
556,0dbf0bd0fdc7b594de02e573b1a04a56.jpg,kerry_blue_terrier
6073,996d48c6dae4e17bc8e08f6f451f59d8.jpg,appenzeller
8702,da879ae0affd9dc7ffa761df0a16a2b6.jpg,australian_terrier
4132,66eacf3655c96e50d637489f47f09215.jpg,staffordshire_bullterrier
6686,a7ce55dc85d2f4dbf62a4ffa82bf5df4.jpg,english_setter
2142,3568cac55c6785da3ae8ea575e46fc7d.jpg,bedlington_terrier
387,095d868f796f86c8258750365a04f2cd.jpg,japanese_spaniel
5427,88f31da888f9a8007165cc1830b63fd7.jpg,silky_terrier
9148,e5d7f92c5a70ddd58cf5dd32d573bd2b.jpg,kelpie
5290,854b95f91a0f65435da679bcdd3994b0.jpg,malamute
7163,b39fd55dd45e4f1066b80960c8f39a84.jpg,lhasa
5027,7f2022deb1acfa0ae78005a9cde576ed.jpg,leonberg
4892,7ac30588c07dc4ea1c8315fe9e4ee993.jpg,ibizan_hound
3473,56730cd7e7a19eb6187a829ebcdc3ad2.jpg,bluetick
301,073f0821a0842917e6e97ab322bd63f2.jpg,basenji
1909,2ef93eb821c740c6e9ac2b2e97f58445.jpg,bloodhound
5697,8fb070664c0597ae883da9195c281a66.jpg,beagle
2451,3d180d390b32baf36478bc8599b3d8fc.jpg,siberian_husky
223,05134ea3341a1f4f460168e68ec5765d.jpg,bernese_mountain_dog
1632,2866b7c2eb58fdad90098ded08d201a6.jpg,cardigan
8077,c9df21697a5726fd015a9dc7fa8a9829.jpg,chow
4150,674a772d6200cb572545dd038faefbb1.jpg,samoyed
288,06fe22a92fa8dc8f90e7a0f118acad6f.jpg,bernese_mountain_dog
2059,338359db9986698fc89157f62dbd617a.jpg,newfoundland
1372,21b3006afebd75664f31220e2d15e9c4.jpg,english_setter
7842,c417aa964d70adaa3cd866b7b1bc9e92.jpg,pug
1401,2294fdf8ceba2e6846e68a9ae1099997.jpg,gordon_setter
4228,69406cd21bac290f6c6eaa6b0a968fc1.jpg,boston_bull
1633,28682b63cff646d1b26cacacb1a6ee62.jpg,sussex_spaniel
647,0fc4930f411a11df34283f349d891654.jpg,pembroke
7699,c0c3cd7054d43a350f772b8242cd0217.jpg,great_dane
8244,ce35256ac863f1a40f62b52dfc107a20.jpg,kerry_blue_terrier
6800,aac6e8cf0ca09868f9906aa70854dce3.jpg,sealyham_terrier
5799,92786aef192c6738c05da3014f4fd913.jpg,flat-coated_retriever
4016,64051f48863887c4f01f0cae1712cd47.jpg,komondor
4850,79bef9a1aebcd3246ec1de034107dd87.jpg,boston_bull
8277,cf2eae68033af7a625dcb3a2565482f2.jpg,cairn
8249,ce525c673cc344e8cb8f5a5265689910.jpg,norfolk_terrier
1037,19ac75060dec82ee4c5a72b003e977f2.jpg,leonberg
3333,52d0b64b7c178072d50d7217aa5b3b91.jpg,toy_terrier
6684,a7c84235852fd06e7f3d4ec70b2b65a9.jpg,miniature_pinscher
5196,833c7a225f090de16937b248422402f3.jpg,bloodhound
6968,aed2415f3d996819d68ea82acaca4654.jpg,japanese_spaniel
2250,383a4848931aa3c6c8ba315bdb6ed4ea.jpg,pomeranian
2339,3a366ed10112bd65d58d76ab2ed5a1e0.jpg,miniature_poodle
433,0a688b0783f472c84bbfe1c56efea1c6.jpg,mexican_hairless
1464,2467c49806dffe9bf0155c9256faf86e.jpg,lakeland_terrier
6544,a4c3902d1ebb959d51e2488804b43c99.jpg,shih-tzu
7154,b37eeeae39be339eb04a3705bfcac2b3.jpg,silky_terrier
3460,561306ada4f1e291fb6ca65b4e0023ce.jpg,newfoundland
5105,811285f3b3d19c883f18e8afc0e19e29.jpg,english_springer
6881,acd58f9a3178e1e0acb60bd00d314e96.jpg,english_springer
6408,a198dfcff6e7b12eb4427dbdfe74349e.jpg,sealyham_terrier
3309,52152bdbb380cfe587a9169c4a94b973.jpg,black-and-tan_coonhound
7584,be1a5fa3080c11a75880d3c57bc634c1.jpg,english_setter
8345,d146d9004a5895ed0efd91636c751d74.jpg,otterhound
6522,a4297f62afc356fe42979cb11a8b0ba9.jpg,australian_terrier
1214,1e12e4d3eb4a6e201683879671d7cf0a.jpg,miniature_pinscher
10038,fbb86c8f93d2a1068520c0363a2079bc.jpg,japanese_spaniel
8573,d73482c6d7e15da74be6477536e7619c.jpg,eskimo_dog
1398,227b12b4c21b19559158c6cacfbecf8b.jpg,ibizan_hound
4012,63dd3e15f7fe4b3b3e9a69530e8d36b3.jpg,basset
3987,62fded7400b95ead880f6f7ab61be90a.jpg,cardigan
1400,2292aac9af3c3646720d9401612390c2.jpg,rhodesian_ridgeback
3736,5ce07409cb3d26630c2399bd36f4e20b.jpg,irish_terrier
4997,7e34c1b065821d70b429c97afb606b7a.jpg,toy_terrier
1741,2b30ed72929cb94d91e4f6a5d821b64a.jpg,staffordshire_bullterrier
8868,de48dcd04693d44183fcd50cd329d2e5.jpg,rottweiler
8460,d476405a5ee545d4acc5d6840d7b2054.jpg,malamute
3881,60589f1c3265c6d79fe0c6ba12009285.jpg,staffordshire_bullterrier
6663,a74b32169c1b42a218a9f72f954ec9a4.jpg,gordon_setter
8112,cac84e1b6d9ca1545dc7f6647b988952.jpg,weimaraner
8235,ce0b7b688e294ae5ae0620354c946f0d.jpg,saluki
7740,c1e67e0e0bc4e3670d89511cf0484795.jpg,australian_terrier
2624,40fe6e14c7912b1733eecf7d6a667f23.jpg,irish_terrier
7101,b2260bbc0d9a999d6e886bc271da6733.jpg,norfolk_terrier
5332,8620ce74bccbbdae679f6db87264c233.jpg,dandie_dinmont
5162,828579775c50a6a9f32531d9cce2cbef.jpg,lhasa
2595,406a27b27638b63f4459fd153815fce7.jpg,weimaraner
7931,c6490dd60b2c31345e74f93b1c4231e5.jpg,giant_schnauzer
7405,b963a1d5bba4328707c2266a1296f33b.jpg,gordon_setter
4091,65d34cb4b50c30b759f43372d8f04416.jpg,lhasa
8260,cecc7ef1ebe7682f38c497bbdcf8b391.jpg,japanese_spaniel
4743,76f91122682ee3329b7b4c2af35baa7b.jpg,staffordshire_bullterrier
2989,49e799f01da4a195a96477fe763b4aec.jpg,shetland_sheepdog
3581,591dc4d4d83803043574e20ee604821b.jpg,cardigan
6841,abc4dec9183b686aceb15f4de7c99c7d.jpg,mexican_hairless
6940,ae1d6243e4bc8dcc48cca2aea2367b94.jpg,italian_greyhound
7192,b43adc80f87f77949a64118df86bbeff.jpg,standard_schnauzer
8091,ca2b3c1fd1ff7fb5e8c714359ac512d4.jpg,ibizan_hound
2806,44fe2ca1130de981d1aa684737b74108.jpg,west_highland_white_terrier
5563,8c6d252c208a9564a72522e6592b12d1.jpg,miniature_pinscher
7583,be188d4334b4954ea69e16290c396fa1.jpg,leonberg
1433,23b5bbb8d8c7243765436fd0e35653ce.jpg,chow
8649,d9195974648b224678fb0ef0b86007d7.jpg,blenheim_spaniel
10202,ff8e3fa7e04faca99af85195507ee54d.jpg,sealyham_terrier
3385,540a64ab0a107a55d2cc0f8d2041c2c0.jpg,kerry_blue_terrier
